invoice_id,subscription_id,invoice_date,amount_due,amount_paid,payment_status,discount_pct
INV0000070,SUB000008,2025-05-04,809.1,809.1,Paid,10.0
INV0000071,SUB000008,2025-06-04,809.1,809.1,Paid,10.0
INV0000072,SUB000008,2025-07-04,809.1,809.1,Paid,10.0
INV0000073,SUB000008,2025-08-04,809.1,809.1,Paid,10.0
INV0000074,SUB000008,2025-09-04,809.1,809.1,Paid,10.0
INV0000075,SUB000008,2025-10-04,809.1,809.1,Paid,10.0
INV0000076,SUB000008,2025-11-04,809.1,809.1,Paid,10.0
INV0000077,SUB000008,2025-12-04,809.1,809.1,Paid,10.0
INV0000078,SUB000009,2024-01-05,49.0,49.0,Paid,0.0
INV0000079,SUB000009,2024-02-05,49.0,0.0,Failed,0.0
INV0000080,SUB000009,2024-03-05,49.0,49.0,Paid,0.0
INV0000081,SUB000009,2024-04-05,49.0,49.0,Paid,0.0
INV0000082,SUB000009,2024-05-05,49.0,49.0,Paid,0.0
INV0000083,SUB000009,2024-06-05,49.0,49.0,Paid,0.0
INV0000084,SUB000009,2024-07-05,49.0,49.0,Paid,0.0
INV0000085,SUB000009,2024-08-05,49.0,49.0,Paid,0.0
INV0000086,SUB000009,2024-09-05,49.0,49.0,Paid,0.0
INV0000087,SUB000009,2024-10-05,49.0,49.0,Paid,0.0
INV0000088,SUB000009,2024-11-05,49.0,49.0,Paid,0.0
INV0000089,SUB000009,2024-12-05,49.0,49.0,Paid,0.0
INV0000090,SUB000009,2025-01-05,49.0,49.0,Paid,0.0
INV0000091,SUB000009,2025-02-05,49.0,49.0,Paid,0.0
INV0000092,SUB000009,2025-03-05,49.0,49.0,Paid,0.0
INV0000093,SUB000009,2025-04-05,49.0,49.0,Paid,0.0
INV0000094,SUB000009,2025-05-05,49.0,49.0,Paid,0.0
INV0000095,SUB000009,2025-06-05,49.0,49.0,Paid,0.0
INV0000096,SUB000009,2025-07-05,49.0,49.0,Paid,0.0
INV0000097,SUB000009,2025-08-05,49.0,49.0,Paid,0.0
INV0000098,SUB000009,2025-09-05,49.0,49.0,Paid,0.0
INV0000099,SUB000009,2025-10-05,49.0,0.0,Refunded,0.0
INV0000100,SUB000009,2025-11-05,49.0,49.0,Paid,0.0
INV0000101,SUB000009,2025-12-05,49.0,49.0,Paid,0.0
INV0000102,SUB000010,2023-08-19,44.1,44.1,Paid,10.0
INV0000103,SUB000010,2023-09-19,44.1,44.1,Paid,10.0
INV0000104,SUB000010,2023-10-19,44.1,44.1,Paid,10.0
INV0000105,SUB000010,2023-11-19,44.1,0.0,Failed,10.0
INV0000106,SUB000010,2023-12-19,44.1,44.1,Paid,10.0
INV0000107,SUB000010,2024-01-19,44.1,44.1,Paid,10.0
INV0000108,SUB000010,2024-02-19,44.1,44.1,Paid,10.0
INV0000109,SUB000010,2024-03-19,44.1,44.1,Paid,10.0
INV0000110,SUB000010,2024-04-19,44.1,44.1,Paid,10.0
INV0000111,SUB000010,2024-05-19,44.1,0.0,Failed,10.0
INV0000112,SUB000010,2024-06-19,44.1,44.1,Paid,10.0
INV0000113,SUB000010,2024-07-19,44.1,44.1,Paid,10.0
INV0000114,SUB000010,2024-08-19,44.1,44.1,Paid,10.0
INV0000115,SUB000010,2024-09-19,44.1,44.1,Paid,10.0
INV0000116,SUB000010,2024-10-19,44.1,44.1,Paid,10.0
INV0000117,SUB000010,2024-11-19,44.1,44.1,Paid,10.0
INV0000118,SUB000010,2024-12-19,44.1,44.1,Paid,10.0
INV0000119,SUB000010,2025-01-19,44.1,44.1,Paid,10.0
INV0000120,SUB000010,2025-02-19,44.1,44.1,Paid,10.0
INV0000121,SUB000010,2025-03-19,44.1,44.1,Paid,10.0
INV0000122,SUB000010,2025-04-19,44.1,44.1,Paid,10.0
INV0000123,SUB000010,2025-05-19,44.1,44.1,Paid,10.0
INV0000124,SUB000010,2025-06-19,44.1,44.1,Paid,10.0
INV0000125,SUB000010,2025-07-19,44.1,44.1,Paid,10.0
INV0000126,SUB000010,2025-08-19,44.1,44.1,Paid,10.0
INV0000127,SUB000010,2025-09-19,44.1,44.1,Paid,10.0
INV0000128,SUB000010,2025-10-19,44.1,44.1,Paid,10.0
INV0000129,SUB000010,2025-11-19,44.1,44.1,Paid,10.0
INV0000130,SUB000010,2025-12-19,44.1,44.1,Paid,10.0
INV0000131,SUB000011,2025-03-02,899.0,899.0,Paid,0.0
INV0000132,SUB000011,2025-04-02,899.0,899.0,Paid,0.0
INV0000133,SUB000011,2025-05-02,899.0,899.0,Paid,0.0
INV0000134,SUB000011,2025-06-02,899.0,899.0,Paid,0.0
INV0000135,SUB000011,2025-07-02,899.0,899.0,Paid,0.0
INV0000136,SUB000011,2025-08-02,899.0,899.0,Paid,0.0
INV0000137,SUB000011,2025-09-02,899.0,899.0,Paid,0.0
INV0000138,SUB000011,2025-10-02,899.0,899.0,Paid,0.0
INV0000139,SUB000011,2025-11-02,899.0,899.0,Paid,0.0
INV0000140,SUB000011,2025-12-02,899.0,899.0,Paid,0.0
INV0000141,SUB000012,2025-11-01,899.0,899.0,Paid,0.0
INV0000142,SUB000012,2025-12-01,899.0,899.0,Paid,0.0
INV0000143,SUB000013,2024-05-22,899.0,899.0,Paid,0.0
INV0000144,SUB000013,2024-06-22,899.0,899.0,Paid,0.0
INV0000145,SUB000013,2024-07-22,899.0,899.0,Paid,0.0
INV0000146,SUB000013,2024-08-22,899.0,899.0,Paid,0.0
INV0000147,SUB000013,2024-09-22,899.0,899.0,Paid,0.0
INV0000148,SUB000013,2024-10-22,899.0,899.0,Paid,0.0
INV0000149,SUB000013,2024-11-22,899.0,899.0,Paid,0.0
INV0000150,SUB000013,2024-12-22,899.0,899.0,Paid,0.0
INV0000151,SUB000013,2025-01-22,899.0,899.0,Paid,0.0
INV0000152,SUB000013,2025-02-22,899.0,899.0,Paid,0.0
INV0000153,SUB000013,2025-03-22,899.0,899.0,Paid,0.0
INV0000154,SUB000013,2025-04-22,899.0,899.0,Paid,0.0
INV0000155,SUB000013,2025-05-22,899.0,899.0,Paid,0.0
INV0000156,SUB000013,2025-06-22,899.0,899.0,Paid,0.0
INV0000157,SUB000013,2025-07-22,899.0,899.0,Paid,0.0
INV0000158,SUB000013,2025-08-22,899.0,899.0,Paid,0.0
INV0000159,SUB000013,2025-09-22,899.0,899.0,Paid,0.0
INV0000160,SUB000013,2025-10-22,899.0,899.0,Paid,0.0
INV0000161,SUB000013,2025-11-22,899.0,899.0,Paid,0.0
INV0000162,SUB000013,2025-12-22,899.0,899.0,Paid,0.0
INV0000163,SUB000014,2025-09-04,46.55,46.55,Paid,5.0
INV0000164,SUB000014,2025-10-04,46.55,46.55,Paid,5.0
INV0000165,SUB000014,2025-11-04,46.55,46.55,Paid,5.0
INV0000166,SUB000015,2025-08-21,49.0,49.0,Paid,0.0
INV0000167,SUB000015,2025-09-21,49.0,49.0,Paid,0.0
INV0000168,SUB000015,2025-10-21,49.0,49.0,Paid,0.0
INV0000169,SUB000016,2023-04-11,179.1,179.1,Paid,10.0
INV0000170,SUB000016,2023-05-11,179.1,179.1,Paid,10.0
INV0000171,SUB000016,2023-06-11,179.1,179.1,Paid,10.0
INV0000172,SUB000016,2023-07-11,179.1,179.1,Paid,10.0
INV0000173,SUB000016,2023-08-11,179.1,0.0,Failed,10.0
INV0000174,SUB000016,2023-09-11,179.1,0.0,Failed,10.0
INV0000175,SUB000016,2023-10-11,179.1,0.0,Failed,10.0
INV0000176,SUB000017,2023-11-23,899.0,899.0,Paid,0.0
INV0000177,SUB000017,2023-12-23,899.0,899.0,Paid,0.0
INV0000178,SUB000017,2024-01-23,899.0,899.0,Paid,0.0
INV0000179,SUB000017,2024-02-23,899.0,899.0,Paid,0.0
INV0000180,SUB000017,2024-03-23,899.0,899.0,Paid,0.0
INV0000181,SUB000017,2024-04-23,899.0,899.0,Paid,0.0
INV0000182,SUB000017,2024-05-23,899.0,899.0,Paid,0.0
INV0000183,SUB000017,2024-06-23,899.0,899.0,Paid,0.0
INV0000184,SUB000017,2024-07-23,899.0,899.0,Paid,0.0
INV0000185,SUB000017,2024-08-23,899.0,899.0,Paid,0.0
INV0000186,SUB000017,2024-09-23,899.0,899.0,Paid,0.0
INV0000187,SUB000017,2024-10-23,899.0,0.0,Refunded,0.0
INV0000188,SUB000017,2024-11-23,899.0,899.0,Paid,0.0
INV0000189,SUB000017,2024-12-23,899.0,899.0,Paid,0.0
INV0000190,SUB000017,2025-01-23,899.0,899.0,Paid,0.0
INV0000191,SUB000017,2025-02-23,899.0,899.0,Paid,0.0
INV0000192,SUB000017,2025-03-23,899.0,899.0,Paid,0.0
INV0000193,SUB000017,2025-04-23,899.0,0.0,Failed,0.0
INV0000194,SUB000017,2025-05-23,899.0,899.0,Paid,0.0
INV0000195,SUB000017,2025-06-23,899.0,899.0,Paid,0.0
INV0000196,SUB000017,2025-07-23,899.0,899.0,Paid,0.0
INV0000197,SUB000017,2025-08-23,899.0,899.0,Paid,0.0
INV0000198,SUB000017,2025-09-23,899.0,899.0,Paid,0.0
INV0000199,SUB000017,2025-10-23,899.0,899.0,Paid,0.0
INV0000200,SUB000017,2025-11-23,899.0,899.0,Paid,0.0
INV0000201,SUB000017,2025-12-23,899.0,899.0,Paid,0.0
INV0000202,SUB000018,2024-10-06,899.0,899.0,Paid,0.0
INV0000203,SUB000018,2024-11-06,899.0,0.0,Failed,0.0
INV0000204,SUB000018,2024-12-06,899.0,899.0,Paid,0.0
INV0000205,SUB000018,2025-01-06,899.0,899.0,Paid,0.0
INV0000206,SUB000018,2025-02-06,899.0,899.0,Paid,0.0
INV0000207,SUB000018,2025-03-06,899.0,899.0,Paid,0.0
INV0000208,SUB000018,2025-04-06,899.0,899.0,Paid,0.0
INV0000209,SUB000018,2025-05-06,899.0,899.0,Paid,0.0
INV0000210,SUB000018,2025-06-06,899.0,899.0,Paid,0.0
INV0000211,SUB000018,2025-07-06,899.0,899.0,Paid,0.0
INV0000212,SUB000018,2025-08-06,899.0,899.0,Paid,0.0
INV0000213,SUB000018,2025-09-06,899.0,899.0,Paid,0.0
INV0000214,SUB000018,2025-10-06,899.0,899.0,Paid,0.0
INV0000215,SUB000018,2025-11-06,899.0,899.0,Paid,0.0
INV0000216,SUB000018,2025-12-06,899.0,899.0,Paid,0.0
INV0000217,SUB000019,2025-05-17,199.0,199.0,Paid,0.0
INV0000218,SUB000019,2025-06-17,199.0,199.0,Paid,0.0
INV0000219,SUB000019,2025-07-17,199.0,199.0,Paid,0.0
INV0000220,SUB000019,2025-08-17,199.0,199.0,Paid,0.0
INV0000221,SUB000019,2025-09-17,199.0,0.0,Failed,0.0
INV0000222,SUB000019,2025-10-17,199.0,199.0,Paid,0.0
INV0000223,SUB000019,2025-11-17,199.0,199.0,Paid,0.0
INV0000224,SUB000019,2025-12-17,199.0,0.0,Failed,0.0
INV0000225,SUB000020,2025-07-29,179.1,179.1,Paid,10.0
INV0000226,SUB000020,2025-08-29,179.1,179.1,Paid,10.0
INV0000227,SUB000020,2025-09-29,179.1,179.1,Paid,10.0
INV0000228,SUB000020,2025-10-29,179.1,179.1,Paid,10.0
INV0000229,SUB000021,2024-12-24,44.1,44.1,Paid,10.0
INV0000230,SUB000021,2025-01-24,44.1,44.1,Paid,10.0
INV0000231,SUB000021,2025-02-24,44.1,44.1,Paid,10.0
INV0000232,SUB000021,2025-03-24,44.1,0.0,Failed,10.0
INV0000233,SUB000021,2025-04-24,44.1,44.1,Paid,10.0
INV0000234,SUB000021,2025-05-24,44.1,44.1,Paid,10.0
INV0000235,SUB000021,2025-06-24,44.1,44.1,Paid,10.0
INV0000236,SUB000021,2025-07-24,44.1,44.1,Paid,10.0
INV0000237,SUB000021,2025-08-24,44.1,44.1,Paid,10.0
INV0000238,SUB000021,2025-09-24,44.1,44.1,Paid,10.0
INV0000239,SUB000021,2025-10-24,44.1,44.1,Paid,10.0
INV0000240,SUB000021,2025-11-24,44.1,44.1,Paid,10.0
INV0000241,SUB000021,2025-12-24,44.1,44.1,Paid,10.0
INV0000242,SUB000022,2025-08-24,179.1,179.1,Paid,10.0
INV0000243,SUB000022,2025-09-24,179.1,179.1,Paid,10.0
INV0000244,SUB000022,2025-10-24,179.1,179.1,Paid,10.0
INV0000245,SUB000022,2025-11-24,179.1,179.1,Paid,10.0
INV0000246,SUB000022,2025-12-24,179.1,179.1,Paid,10.0
INV0000247,SUB000023,2024-09-21,44.1,44.1,Paid,10.0
INV0000248,SUB000023,2024-10-21,44.1,44.1,Paid,10.0
INV0000249,SUB000023,2024-11-21,44.1,44.1,Paid,10.0
INV0000250,SUB000023,2024-12-21,44.1,44.1,Paid,10.0
INV0000251,SUB000023,2025-01-21,44.1,0.0,Failed,10.0
INV0000252,SUB000023,2025-02-21,44.1,44.1,Paid,10.0
INV0000253,SUB000024,2025-07-26,49.0,0.0,Failed,0.0
INV0000254,SUB000024,2025-08-26,49.0,49.0,Paid,0.0
INV0000255,SUB000024,2025-09-26,49.0,49.0,Paid,0.0
INV0000256,SUB000024,2025-10-26,49.0,49.0,Paid,0.0
INV0000257,SUB000024,2025-11-26,49.0,49.0,Paid,0.0
INV0000258,SUB000024,2025-12-26,49.0,49.0,Paid,0.0
INV0000259,SUB000025,2025-10-27,179.1,179.1,Paid,10.0
INV0000260,SUB000025,2025-11-27,179.1,179.1,Paid,10.0
INV0000261,SUB000025,2025-12-27,179.1,179.1,Paid,10.0
INV0000262,SUB000026,2024-05-11,809.1,809.1,Paid,10.0
INV0000263,SUB000026,2024-06-11,809.1,809.1,Paid,10.0
INV0000264,SUB000026,2024-07-11,809.1,809.1,Paid,10.0
INV0000265,SUB000026,2024-08-11,809.1,809.1,Paid,10.0
INV0000266,SUB000026,2024-09-11,809.1,809.1,Paid,10.0
INV0000267,SUB000026,2024-10-11,809.1,809.1,Paid,10.0
INV0000268,SUB000026,2024-11-11,809.1,809.1,Paid,10.0
INV0000269,SUB000026,2024-12-11,809.1,809.1,Paid,10.0
INV0000270,SUB000026,2025-01-11,809.1,809.1,Paid,10.0
INV0000271,SUB000026,2025-02-11,809.1,809.1,Paid,10.0
INV0000272,SUB000026,2025-03-11,809.1,809.1,Paid,10.0
INV0000273,SUB000026,2025-04-11,809.1,809.1,Paid,10.0
INV0000274,SUB000026,2025-05-11,809.1,809.1,Paid,10.0
INV0000275,SUB000026,2025-06-11,809.1,809.1,Paid,10.0
INV0000276,SUB000026,2025-07-11,809.1,809.1,Paid,10.0
INV0000277,SUB000026,2025-08-11,809.1,809.1,Paid,10.0
INV0000278,SUB000026,2025-09-11,809.1,809.1,Paid,10.0
INV0000279,SUB000026,2025-10-11,809.1,809.1,Paid,10.0
INV0000280,SUB000026,2025-11-11,809.1,809.1,Paid,10.0
INV0000281,SUB000026,2025-12-11,809.1,809.1,Paid,10.0
INV0000282,SUB000027,2024-09-24,809.1,809.1,Paid,10.0
INV0000283,SUB000027,2024-10-24,809.1,809.1,Paid,10.0
INV0000284,SUB000027,2024-11-24,809.1,809.1,Paid,10.0
INV0000285,SUB000027,2024-12-24,809.1,809.1,Paid,10.0
INV0000286,SUB000027,2025-01-24,809.1,809.1,Paid,10.0
INV0000287,SUB000027,2025-02-24,809.1,809.1,Paid,10.0
INV0000288,SUB000027,2025-03-24,809.1,809.1,Paid,10.0
INV0000289,SUB000027,2025-04-24,809.1,809.1,Paid,10.0
INV0000290,SUB000027,2025-05-24,809.1,809.1,Paid,10.0
INV0000291,SUB000027,2025-06-24,809.1,809.1,Paid,10.0
INV0000292,SUB000027,2025-07-24,809.1,809.1,Paid,10.0
INV0000293,SUB000027,2025-08-24,809.1,809.1,Paid,10.0
INV0000294,SUB000027,2025-09-24,809.1,809.1,Paid,10.0
INV0000295,SUB000027,2025-10-24,809.1,809.1,Paid,10.0
INV0000296,SUB000027,2025-11-24,809.1,809.1,Paid,10.0
INV0000297,SUB000027,2025-12-24,809.1,809.1,Paid,10.0
INV0000298,SUB000028,2025-09-21,199.0,199.0,Paid,0.0
INV0000299,SUB000028,2025-10-21,199.0,0.0,Failed,0.0
INV0000300,SUB000029,2024-02-11,46.55,46.55,Paid,5.0
INV0000301,SUB000029,2024-03-11,46.55,46.55,Paid,5.0
INV0000302,SUB000029,2024-04-11,46.55,46.55,Paid,5.0
INV0000303,SUB000029,2024-05-11,46.55,46.55,Paid,5.0
INV0000304,SUB000029,2024-06-11,46.55,46.55,Paid,5.0
INV0000305,SUB000029,2024-07-11,46.55,46.55,Paid,5.0
INV0000306,SUB000029,2024-08-11,46.55,46.55,Paid,5.0
INV0000307,SUB000029,2024-09-11,46.55,46.55,Paid,5.0
INV0000308,SUB000029,2024-10-11,46.55,46.55,Paid,5.0
INV0000309,SUB000029,2024-11-11,46.55,46.55,Paid,5.0
INV0000310,SUB000029,2024-12-11,46.55,46.55,Paid,5.0
INV0000311,SUB000029,2025-01-11,46.55,46.55,Paid,5.0
INV0000312,SUB000029,2025-02-11,46.55,46.55,Paid,5.0
INV0000313,SUB000029,2025-03-11,46.55,46.55,Paid,5.0
INV0000314,SUB000029,2025-04-11,46.55,46.55,Paid,5.0
INV0000315,SUB000029,2025-05-11,46.55,46.55,Paid,5.0
INV0000316,SUB000029,2025-06-11,46.55,46.55,Paid,5.0
INV0000317,SUB000029,2025-07-11,46.55,46.55,Paid,5.0
INV0000318,SUB000029,2025-08-11,46.55,46.55,Paid,5.0
INV0000319,SUB000029,2025-09-11,46.55,46.55,Paid,5.0
INV0000320,SUB000029,2025-10-11,46.55,46.55,Paid,5.0
INV0000321,SUB000029,2025-11-11,46.55,46.55,Paid,5.0
INV0000322,SUB000029,2025-12-11,46.55,46.55,Paid,5.0
INV0000323,SUB000030,2025-06-26,49.0,49.0,Paid,0.0
INV0000324,SUB000030,2025-07-26,49.0,49.0,Paid,0.0
INV0000325,SUB000030,2025-08-26,49.0,49.0,Paid,0.0
INV0000326,SUB000030,2025-09-26,49.0,49.0,Paid,0.0
INV0000327,SUB000030,2025-10-26,49.0,0.0,Failed,0.0
INV0000328,SUB000030,2025-11-26,49.0,49.0,Paid,0.0
INV0000329,SUB000030,2025-12-26,49.0,49.0,Paid,0.0
INV0000330,SUB000031,2025-02-14,899.0,899.0,Paid,0.0
INV0000331,SUB000031,2025-03-14,899.0,899.0,Paid,0.0
INV0000332,SUB000031,2025-04-14,899.0,0.0,Failed,0.0
INV0000333,SUB000031,2025-05-14,899.0,899.0,Paid,0.0
INV0000334,SUB000031,2025-06-14,899.0,899.0,Paid,0.0
INV0000335,SUB000031,2025-07-14,899.0,899.0,Paid,0.0
INV0000336,SUB000031,2025-08-14,899.0,899.0,Paid,0.0
INV0000337,SUB000031,2025-09-14,899.0,899.0,Paid,0.0
INV0000338,SUB000031,2025-10-14,899.0,899.0,Paid,0.0
INV0000339,SUB000031,2025-11-14,899.0,899.0,Paid,0.0
INV0000340,SUB000031,2025-12-14,899.0,899.0,Paid,0.0
INV0000341,SUB000032,2025-02-18,199.0,0.0,Failed,0.0
INV0000342,SUB000032,2025-03-18,199.0,199.0,Paid,0.0
INV0000343,SUB000032,2025-04-18,199.0,199.0,Paid,0.0
INV0000344,SUB000032,2025-05-18,199.0,199.0,Paid,0.0
INV0000345,SUB000032,2025-06-18,199.0,199.0,Paid,0.0
INV0000346,SUB000032,2025-07-18,199.0,199.0,Paid,0.0
INV0000347,SUB000032,2025-08-18,199.0,199.0,Paid,0.0
INV0000348,SUB000032,2025-09-18,199.0,199.0,Paid,0.0
INV0000349,SUB000032,2025-10-18,199.0,199.0,Paid,0.0
INV0000350,SUB000032,2025-11-18,199.0,199.0,Paid,0.0
INV0000351,SUB000032,2025-12-18,199.0,199.0,Paid,0.0
INV0000352,SUB000033,2024-03-18,764.15,764.15,Paid,15.0
INV0000353,SUB000033,2024-04-18,764.15,764.15,Paid,15.0
INV0000354,SUB000033,2024-05-18,764.15,764.15,Paid,15.0
INV0000355,SUB000033,2024-06-18,764.15,764.15,Paid,15.0
INV0000356,SUB000033,2024-07-18,764.15,764.15,Paid,15.0
INV0000357,SUB000033,2024-08-18,764.15,764.15,Paid,15.0
INV0000358,SUB000034,2025-07-30,46.55,46.55,Paid,5.0
INV0000359,SUB000034,2025-08-30,46.55,46.55,Paid,5.0
INV0000360,SUB000034,2025-09-30,46.55,46.55,Paid,5.0
INV0000361,SUB000034,2025-10-30,46.55,46.55,Paid,5.0
INV0000362,SUB000035,2025-05-15,49.0,49.0,Paid,0.0
INV0000363,SUB000035,2025-06-15,49.0,49.0,Paid,0.0
INV0000364,SUB000035,2025-07-15,49.0,0.0,Failed,0.0
INV0000365,SUB000036,2024-05-11,199.0,199.0,Paid,0.0
INV0000366,SUB000036,2024-06-11,199.0,199.0,Paid,0.0
INV0000367,SUB000036,2024-07-11,199.0,199.0,Paid,0.0
INV0000368,SUB000036,2024-08-11,199.0,199.0,Paid,0.0
INV0000369,SUB000036,2024-09-11,199.0,199.0,Paid,0.0
INV0000370,SUB000036,2024-10-11,199.0,199.0,Paid,0.0
INV0000371,SUB000036,2024-11-11,199.0,199.0,Paid,0.0
INV0000372,SUB000036,2024-12-11,199.0,199.0,Paid,0.0
INV0000373,SUB000036,2025-01-11,199.0,199.0,Paid,0.0
INV0000374,SUB000036,2025-02-11,199.0,199.0,Paid,0.0
INV0000375,SUB000036,2025-03-11,199.0,199.0,Paid,0.0
INV0000376,SUB000036,2025-04-11,199.0,199.0,Paid,0.0
INV0000377,SUB000036,2025-05-11,199.0,0.0,Refunded,0.0
INV0000378,SUB000036,2025-06-11,199.0,199.0,Paid,0.0
INV0000379,SUB000036,2025-07-11,199.0,199.0,Paid,0.0
INV0000380,SUB000036,2025-08-11,199.0,199.0,Paid,0.0
INV0000381,SUB000036,2025-09-11,199.0,199.0,Paid,0.0
INV0000382,SUB000036,2025-10-11,199.0,199.0,Paid,0.0
INV0000383,SUB000036,2025-11-11,199.0,199.0,Paid,0.0
INV0000384,SUB000036,2025-12-11,199.0,199.0,Paid,0.0
INV0000385,SUB000037,2025-02-24,179.1,179.1,Paid,10.0
INV0000386,SUB000037,2025-03-24,179.1,179.1,Paid,10.0
INV0000387,SUB000037,2025-04-24,179.1,179.1,Paid,10.0
INV0000388,SUB000037,2025-05-24,179.1,179.1,Paid,10.0
INV0000389,SUB000037,2025-06-24,179.1,179.1,Paid,10.0
INV0000390,SUB000037,2025-07-24,179.1,179.1,Paid,10.0
INV0000391,SUB000037,2025-08-24,179.1,179.1,Paid,10.0
INV0000392,SUB000037,2025-09-24,179.1,179.1,Paid,10.0
INV0000393,SUB000037,2025-10-24,179.1,179.1,Paid,10.0
INV0000394,SUB000037,2025-11-24,179.1,179.1,Paid,10.0
INV0000395,SUB000037,2025-12-24,179.1,179.1,Paid,10.0
INV0000396,SUB000038,2024-11-22,49.0,49.0,Paid,0.0
INV0000397,SUB000038,2024-12-22,49.0,49.0,Paid,0.0
